ProductID,StoreID,OnHand_Date,oh
Item970,Loc757,2023-05-12,0.0
Item970,Loc909,2023-05-12,0.0
Item1001,Loc893,2023-05-12,0.0
Item976,Loc930,2023-05-12,0.0
Item974,Loc877,2023-05-12,0.0
Item970,Loc893,2023-05-12,0.0
Item1007,Loc893,2023-05-12,0.0
Item970,Loc840,2023-05-12,0.0
Item309,Loc757,2023-05-12,0.0
Item320,Loc757,2023-05-12,0.0
Item305,Loc799,2023-05-12,0.0
Item318,Loc755,2023-05-12,0.0
Item315,Loc808,2023-05-12,0.0
Item310,Loc834,2023-05-12,0.0
Item317,Loc868,2023-05-12,0.0
Item204,Loc713,2023-05-12,0.0
Item851,Loc104,2023-05-12,0.0
Item890,Loc97,2023-05-12,0.0
Item878,Loc104,2023-05-12,0.0
Item514,Loc753,2023-05-12,1.0
Item528,Loc753,2023-05-12,0.0
Item527,Loc751,2023-05-12,0.0
Item577,Loc725,2023-05-12,0.0
Item522,Loc749,2023-05-12,2.0
Item912,Loc43,2023-05-12,0.0
Item947,Loc43,2023-05-12,0.0
Item124,Loc320,2023-05-12,0.0
Item185,Loc577,2023-05-12,0.0
Item197,Loc799,2023-05-12,0.0
Item324,Loc321,2023-05-12,0.0
Item315,Loc326,2023-05-12,0.0
Item312,Loc325,2023-05-12,0.0
Item209,Loc315,2023-05-12,0.0
Item309,Loc735,2023-05-12,0.0
Item320,Loc735,2023-05-12,0.0
Item313,Loc751,2023-05-12,0.0
Item311,Loc712,2023-05-12,0.0
Item315,Loc658,2023-05-12,0.0
Item305,Loc713,2023-05-12,0.0
Item319,Loc713,2023-05-12,0.0
Item317,Loc727,2023-05-12,0.0
Item323,Loc713,2023-05-12,0.0
Item309,Loc749,2023-05-12,0.0
Item320,Loc749,2023-05-12,0.0
Item454,Loc749,2023-05-12,0.0
Item468,Loc749,2023-05-12,0.0
Item323,Loc717,2023-05-12,0.0
Item307,Loc735,2023-05-12,0.0
Item470,Loc716,2023-05-12,0.0
Item318,Loc715,2023-05-12,0.0
Item459,Loc709,2023-05-12,0.0
Item470,Loc709,2023-05-12,0.0
Item314,Loc725,2023-05-12,0.0
Item312,Loc715,2023-05-12,0.0
Item517,Loc718,2023-05-12,1.0
Item110,Loc126,2023-05-12,1.0
Item638,Loc14,2023-05-12,0.0
Item313,Loc857,2023-05-12,0.0
Item323,Loc829,2023-05-12,0.0
Item45,Loc751,2023-05-12,0.0
Item45,Loc718,2023-05-12,1.0
Item204,Loc414,2023-05-12,0.0
Item48,Loc716,2023-05-12,0.0
Item48,Loc352,2023-05-12,1.0
Item48,Loc14,2023-05-12,0.0
Item48,Loc841,2023-05-12,2.0
Item48,Loc770,2023-05-12,1.0
Item48,Loc315,2023-05-12,1.0
Item40,Loc717,2023-05-12,0.0
Item40,Loc94,2023-05-12,1.0
Item40,Loc701,2023-05-12,2.0
Item40,Loc315,2023-05-12,4.0
Item41,Loc910,2023-05-12,2.0
Item41,Loc14,2023-05-12,0.0
Item170,Loc841,2023-05-12,2.0
Item327,Loc165,2023-05-12,0.0
Item328,Loc165,2023-05-12,0.0
Item304,Loc266,2023-05-12,0.0
Item457,Loc715,2023-05-12,0.0
Item461,Loc727,2023-05-12,0.0
Item316,Loc604,2023-05-12,0.0
Item318,Loc725,2023-05-12,0.0
Item314,Loc701,2023-05-12,0.0
Item314,Loc738,2023-05-12,0.0
Item200,Loc792,2023-05-12,0.0
Item194,Loc658,2023-05-12,0.0
Item188,Loc808,2023-05-12,0.0
Item95,Loc507,2023-05-12,0.0
Item525,Loc735,2023-05-12,0.0
Item526,Loc709,2023-05-12,0.0
Item611,Loc73,2023-05-12,0.0
Item644,Loc104,2023-05-12,0.0
Item315,Loc244,2023-05-12,0.0
Item326,Loc232,2023-05-12,0.0
Item131,Loc165,2023-05-12,2.0
Item131,Loc516,2023-05-12,3.0
Item131,Loc841,2023-05-12,1.0
Item131,Loc914,2023-05-12,3.0
Item131,Loc497,2023-05-12,1.0
Item131,Loc749,2023-05-12,1.0
Item139,Loc910,2023-05-12,0.0
Item139,Loc837,2023-05-12,0.0
Item110,Loc352,2023-05-12,2.0
Item110,Loc749,2023-05-12,0.0
Item110,Loc53,2023-05-12,1.0
Item154,Loc749,2023-05-12,3.0
Item154,Loc535,2023-05-12,1.0
Item154,Loc47,2023-05-12,1.0
Item154,Loc352,2023-05-12,1.0
Item157,Loc352,2023-05-12,2.0
Item104,Loc848,2023-05-12,1.0
Item154,Loc73,2023-05-12,2.0
Item154,Loc716,2023-05-12,1.0
Item154,Loc837,2023-05-12,2.0
Item154,Loc104,2023-05-12,1.0
Item884,Loc94,2023-05-12,0.0
Item312,Loc376,2023-05-12,0.0
Item139,Loc165,2023-05-12,0.0
Item157,Loc374,2023-05-12,0.0
Item583,Loc577,2023-05-12,1.0
Item586,Loc535,2023-05-12,0.0
Item520,Loc497,2023-05-12,0.0
Item577,Loc625,2023-05-12,0.0
Item308,Loc824,2023-05-12,0.0
Item321,Loc824,2023-05-12,0.0
Item309,Loc808,2023-05-12,0.0
Item320,Loc808,2023-05-12,0.0
Item460,Loc808,2023-05-12,0.0
Item309,Loc799,2023-05-12,0.0
Item307,Loc802,2023-05-12,0.0
Item313,Loc841,2023-05-12,0.0
Item308,Loc802,2023-05-12,0.0
Item315,Loc751,2023-05-12,0.0
Item318,Loc757,2023-05-12,0.0
Item304,Loc770,2023-05-12,0.0
Item318,Loc770,2023-05-12,0.0
Item461,Loc770,2023-05-12,0.0
Item587,Loc893,2023-05-12,0.0
Item520,Loc875,2023-05-12,0.0
Item310,Loc315,2023-05-12,0.0
Item465,Loc315,2023-05-12,0.0
Item307,Loc335,2023-05-12,0.0
Item308,Loc315,2023-05-12,0.0
Item321,Loc315,2023-05-12,0.0
Item305,Loc360,2023-05-12,0.0
Item319,Loc360,2023-05-12,0.0
Item320,Loc450,2023-05-12,0.0
Item875,Loc335,2023-05-12,0.0
Item854,Loc332,2023-05-12,0.0
Item155,Loc726,2023-05-12,1.0
Item848,Loc607,2023-05-12,0.0
Item188,Loc577,2023-05-12,0.0
Item311,Loc165,2023-05-12,0.0
Item188,Loc895,2023-05-12,0.0
Item473,Loc149,2023-05-12,0.0
Item317,Loc210,2023-05-12,0.0
Item312,Loc229,2023-05-12,0.0
Item316,Loc135,2023-05-12,0.0
Item313,Loc140,2023-05-12,0.0
Item830,Loc16,2023-05-12,0.0
Item791,Loc16,2023-05-12,0.0
Item911,Loc14,2023-05-12,0.0
Item934,Loc14,2023-05-12,0.0
Item948,Loc14,2023-05-12,0.0
Item518,Loc140,2023-05-12,1.0
Item588,Loc140,2023-05-12,0.0
Item845,Loc939,2023-05-12,0.0
Item854,Loc916,2023-05-12,0.0
Item851,Loc895,2023-05-12,0.0
Item323,Loc808,2023-05-12,0.0
Item307,Loc824,2023-05-12,0.0
Item62,Loc829,2023-05-12,0.0
Item113,Loc68,2023-05-12,0.0
Item95,Loc41,2023-05-12,0.0
Item166,Loc41,2023-05-12,2.0
Item138,Loc43,2023-05-12,1.0
Item158,Loc43,2023-05-12,2.0
Item18,Loc43,2023-05-12,0.0
Item44,Loc43,2023-05-12,2.0
Item104,Loc43,2023-05-12,1.0
Item133,Loc43,2023-05-12,2.0
Item163,Loc43,2023-05-12,1.0
Item97,Loc97,2023-05-12,4.0
Item128,Loc97,2023-05-12,1.0
Item97,Loc352,2023-05-12,1.0
Item100,Loc753,2023-05-12,0.0
Item311,Loc210,2023-05-12,0.0
Item312,Loc149,2023-05-12,0.0
Item467,Loc149,2023-05-12,0.0
Item977,Loc829,2023-05-12,0.0
Item1004,Loc829,2023-05-12,0.0
Item998,Loc895,2023-05-12,0.0
Item1000,Loc875,2023-05-12,0.0
Item1000,Loc974,2023-05-12,0.0
Item975,Loc914,2023-05-12,0.0
Item974,Loc868,2023-05-12,0.0
Item1007,Loc868,2023-05-12,0.0
Item973,Loc868,2023-05-12,0.0
Item1004,Loc868,2023-05-12,0.0
Item979,Loc916,2023-05-12,0.0
Item1013,Loc916,2023-05-12,0.0
Item1001,Loc930,2023-05-12,0.0
Item971,Loc910,2023-05-12,0.0
Item1002,Loc910,2023-05-12,0.0
Item970,Loc727,2023-05-12,0.0
Item997,Loc727,2023-05-12,0.0
Item974,Loc726,2023-05-12,0.0
Item1003,Loc726,2023-05-12,0.0
Item968,Loc806,2023-05-12,0.0
Item997,Loc806,2023-05-12,0.0
Item968,Loc749,2023-05-12,0.0
Item981,Loc749,2023-05-12,0.0
Item972,Loc841,2023-05-12,0.0
Item999,Loc841,2023-05-12,0.0
Item1010,Loc841,2023-05-12,0.0
Item588,Loc813,2023-05-12,1.0
Item528,Loc840,2023-05-12,0.0
Item977,Loc751,2023-05-12,0.0
Item1008,Loc751,2023-05-12,0.0
Item977,Loc907,2023-05-12,0.0
Item1004,Loc907,2023-05-12,0.0
Item1008,Loc911,2023-05-12,0.0
Item972,Loc907,2023-05-12,0.0
Item999,Loc907,2023-05-12,0.0
Item1010,Loc907,2023-05-12,0.0
Item1006,Loc909,2023-05-12,0.0
Item1008,Loc875,2023-05-12,0.0
Item209,Loc100,2023-05-12,0.0
Item519,Loc297,2023-05-12,1.0
Item530,Loc297,2023-05-12,0.0
Item533,Loc352,2023-05-12,1.0
Item584,Loc297,2023-05-12,1.0
Item210,Loc148,2023-05-12,0.0
Item38,Loc374,2023-05-12,1.0
Item97,Loc808,2023-05-12,0.0
Item97,Loc16,2023-05-12,0.0
Item97,Loc95,2023-05-12,1.0
Item173,Loc73,2023-05-12,0.0
Item173,Loc715,2023-05-12,0.0
Item173,Loc753,2023-05-12,0.0
Item173,Loc104,2023-05-12,1.0
Item173,Loc916,2023-05-12,0.0
Item173,Loc801,2023-05-12,1.0
Item107,Loc717,2023-05-12,1.0
Item107,Loc848,2023-05-12,1.0
Item107,Loc882,2023-05-12,1.0
Item107,Loc770,2023-05-12,1.0
Item107,Loc725,2023-05-12,3.0
Item107,Loc701,2023-05-12,1.0
Item107,Loc148,2023-05-12,1.0
Item107,Loc99,2023-05-12,1.0
Item107,Loc21,2023-05-12,2.0
Item109,Loc360,2023-05-12,1.0
Item109,Loc913,2023-05-12,1.0
Item109,Loc320,2023-05-12,1.0
Item109,Loc104,2023-05-12,0.0
Item521,Loc541,2023-05-12,0.0
Item581,Loc447,2023-05-12,3.0
Item522,Loc447,2023-05-12,3.0
Item578,Loc913,2023-05-12,4.0
Item106,Loc247,2023-05-12,0.0
Item35,Loc247,2023-05-12,0.0
Item95,Loc297,2023-05-12,1.0
Item131,Loc247,2023-05-12,1.0
Item523,Loc22,2023-05-12,0.0
Item7,Loc297,2023-05-12,0.0
Item37,Loc297,2023-05-12,2.0
Item103,Loc297,2023-05-12,1.0
Item130,Loc297,2023-05-12,2.0
Item164,Loc297,2023-05-12,1.0
Item528,Loc911,2023-05-12,0.0
Item314,Loc471,2023-05-12,0.0
Item848,Loc913,2023-05-12,0.0
Item851,Loc893,2023-05-12,0.0
Item162,Loc136,2023-05-12,0.0
Item881,Loc916,2023-05-12,0.0
Item41,Loc471,2023-05-12,1.0
Item194,Loc210,2023-05-12,0.0
Item65,Loc471,2023-05-12,1.0
Item130,Loc541,2023-05-12,1.0
Item164,Loc541,2023-05-12,0.0
Item209,Loc118,2023-05-12,0.0
Item18,Loc753,2023-05-12,0.0
Item1000,Loc939,2023-05-12,0.0
Item969,Loc913,2023-05-12,0.0
Item980,Loc913,2023-05-12,0.0
Item968,Loc913,2023-05-12,0.0
Item981,Loc913,2023-05-12,0.0
Item971,Loc916,2023-05-12,0.0
Item1003,Loc911,2023-05-12,0.0
Item983,Loc907,2023-05-12,0.0
Item1005,Loc907,2023-05-12,0.0
Item994,Loc907,2023-05-12,0.0
Item1008,Loc907,2023-05-12,0.0
Item1003,Loc914,2023-05-12,0.0
Item860,Loc244,2023-05-12,0.0
Item848,Loc232,2023-05-12,0.0
Item155,Loc104,2023-05-12,1.0
Item125,Loc913,2023-05-12,1.0
Item543,Loc916,2023-05-12,0.0
Item39,Loc982,2023-05-12,0.0
Item848,Loc606,2023-05-12,0.0
Item845,Loc705,2023-05-12,0.0
Item533,Loc360,2023-05-12,0.0
Item11,Loc471,2023-05-12,0.0
Item35,Loc471,2023-05-12,1.0
Item587,Loc153,2023-05-12,1.0
Item581,Loc331,2023-05-12,2.0
Item578,Loc402,2023-05-12,2.0
Item527,Loc297,2023-05-12,0.0
Item581,Loc312,2023-05-12,1.0
Item935,Loc68,2023-05-12,0.0
Item394,Loc789,2023-05-12,0.0
Item408,Loc789,2023-05-12,0.0
Item119,Loc792,2023-05-12,0.0
Item209,Loc680,2023-05-12,0.0
Item119,Loc769,2023-05-12,0.0
Item74,Loc834,2023-05-12,2.0
Item580,Loc73,2023-05-12,0.0
Item205,Loc911,2023-05-12,0.0
Item316,Loc893,2023-05-12,0.0
Item911,Loc41,2023-05-12,0.0
Item944,Loc41,2023-05-12,0.0
Item518,Loc834,2023-05-12,1.0
Item1002,Loc930,2023-05-12,0.0
Item911,Loc680,2023-05-12,0.0
Item940,Loc680,2023-05-12,0.0
Item920,Loc457,2023-05-12,0.0
Item938,Loc635,2023-05-12,0.0
Item794,Loc639,2023-05-12,0.0
Item830,Loc557,2023-05-12,0.0
Item908,Loc557,2023-05-12,0.0
Item950,Loc557,2023-05-12,0.0
Item818,Loc678,2023-05-12,0.0
Item911,Loc678,2023-05-12,0.0
Item944,Loc678,2023-05-12,0.0
Item917,Loc639,2023-05-12,0.0
Item943,Loc414,2023-05-12,0.0
Item788,Loc415,2023-05-12,0.0
Item911,Loc415,2023-05-12,0.0
Item944,Loc415,2023-05-12,0.0
Item824,Loc452,2023-05-12,0.0
Item915,Loc497,2023-05-12,0.0
Item944,Loc497,2023-05-12,0.0
Item909,Loc680,2023-05-12,0.0
Item938,Loc680,2023-05-12,0.0
Item791,Loc521,2023-05-12,0.0
Item916,Loc712,2023-05-12,0.0
Item791,Loc715,2023-05-12,0.0
Item830,Loc715,2023-05-12,0.0
Item916,Loc701,2023-05-12,0.0
Item947,Loc701,2023-05-12,0.0
Item940,Loc481,2023-05-12,0.0
Item827,Loc488,2023-05-12,0.0
Item916,Loc577,2023-05-12,0.0
Item915,Loc516,2023-05-12,0.0
Item938,Loc516,2023-05-12,0.0
Item916,Loc488,2023-05-12,0.0
Item830,Loc712,2023-05-12,0.0
Item913,Loc713,2023-05-12,0.0
Item794,Loc605,2023-05-12,0.0
Item785,Loc639,2023-05-12,0.0
Item821,Loc639,2023-05-12,0.0
Item918,Loc639,2023-05-12,0.0
Item945,Loc639,2023-05-12,0.0
Item788,Loc541,2023-05-12,0.0
Item940,Loc541,2023-05-12,0.0
Item940,Loc525,2023-05-12,0.0
Item827,Loc526,2023-05-12,0.0
Item818,Loc680,2023-05-12,0.0
Item915,Loc607,2023-05-12,0.0
Item944,Loc607,2023-05-12,0.0
Item907,Loc680,2023-05-12,0.0
Item946,Loc680,2023-05-12,0.0
Item912,Loc525,2023-05-12,0.0
Item947,Loc525,2023-05-12,0.0
Item818,Loc577,2023-05-12,0.0
Item905,Loc577,2023-05-12,0.0
Item907,Loc521,2023-05-12,0.0
Item791,Loc604,2023-05-12,0.0
Item943,Loc577,2023-05-12,0.0
Item311,Loc47,2023-05-12,0.0
Item305,Loc43,2023-05-12,0.0
Item319,Loc43,2023-05-12,0.0
Item818,Loc605,2023-05-12,0.0
Item909,Loc605,2023-05-12,0.0
Item938,Loc605,2023-05-12,0.0
Item454,Loc47,2023-05-12,0.0
Item468,Loc47,2023-05-12,0.0
Item818,Loc658,2023-05-12,0.0
Item913,Loc639,2023-05-12,0.0
Item321,Loc94,2023-05-12,0.0
Item923,Loc701,2023-05-12,0.0
Item86,Loc266,2023-05-12,0.0
Item119,Loc268,2023-05-12,0.0
Item92,Loc605,2023-05-12,0.0
Item207,Loc725,2023-05-12,0.0
Item103,Loc450,2023-05-12,1.0
Item134,Loc450,2023-05-12,1.0
Item158,Loc450,2023-05-12,2.0
Item586,Loc130,2023-05-12,0.0
Item307,Loc962,2023-05-12,0.0
Item585,Loc104,2023-05-12,1.0
Item581,Loc135,2023-05-12,2.0
Item463,Loc709,2023-05-12,0.0
Item582,Loc130,2023-05-12,0.0
Item318,Loc516,2023-05-12,0.0
Item515,Loc229,2023-05-12,1.0
Item527,Loc54,2023-05-12,0.0
Item158,Loc678,2023-05-12,0.0
Item520,Loc232,2023-05-12,0.0
Item524,Loc320,2023-05-12,0.0
Item584,Loc232,2023-05-12,2.0
Item575,Loc210,2023-05-12,1.0
Item848,Loc149,2023-05-12,0.0
Item875,Loc195,2023-05-12,0.0
Item466,Loc516,2023-05-12,0.0
Item890,Loc140,2023-05-12,0.0
Item887,Loc232,2023-05-12,0.0
Item905,Loc21,2023-05-12,0.0
Item94,Loc516,2023-05-12,1.0
Item206,Loc738,2023-05-12,0.0
Item171,Loc47,2023-05-12,1.0
Item323,Loc195,2023-05-12,0.0
Item136,Loc149,2023-05-12,1.0
Item110,Loc939,2023-05-12,1.0
Item110,Loc881,2023-05-12,0.0
Item110,Loc732,2023-05-12,0.0
Item110,Loc713,2023-05-12,1.0
Item110,Loc808,2023-05-12,2.0
Item165,Loc6,2023-05-12,3.0
Item165,Loc376,2023-05-12,1.0
Item165,Loc75,2023-05-12,1.0
Item165,Loc195,2023-05-12,0.0
Item165,Loc352,2023-05-12,0.0
Item165,Loc749,2023-05-12,0.0
Item165,Loc916,2023-05-12,1.0
Item167,Loc73,2023-05-12,2.0
Item167,Loc165,2023-05-12,1.0
Item167,Loc335,2023-05-12,1.0
Item167,Loc94,2023-05-12,1.0
Item167,Loc47,2023-05-12,1.0
Item167,Loc6,2023-05-12,2.0
Item97,Loc714,2023-05-12,0.0
Item97,Loc315,2023-05-12,0.0
Item97,Loc824,2023-05-12,0.0
Item97,Loc840,2023-05-12,0.0
Item68,Loc770,2023-05-12,2.0
Item68,Loc701,2023-05-12,1.0
Item68,Loc447,2023-05-12,1.0
Item68,Loc315,2023-05-12,1.0
Item77,Loc352,2023-05-12,1.0
Item77,Loc195,2023-05-12,2.0
Item77,Loc535,2023-05-12,1.0
Item100,Loc320,2023-05-12,1.0
Item100,Loc104,2023-05-12,0.0
Item95,Loc16,2023-05-12,1.0
Item95,Loc21,2023-05-12,1.0
Item95,Loc840,2023-05-12,0.0
Item95,Loc95,2023-05-12,1.0
Item95,Loc195,2023-05-12,0.0
Item95,Loc73,2023-05-12,0.0
Item95,Loc625,2023-05-12,0.0
Item95,Loc680,2023-05-12,2.0
Item95,Loc715,2023-05-12,0.0
Item68,Loc806,2023-05-12,2.0
Item68,Loc837,2023-05-12,1.0
Item68,Loc910,2023-05-12,1.0
Item77,Loc130,2023-05-12,2.0
Item77,Loc75,2023-05-12,1.0
Item77,Loc14,2023-05-12,1.0
Item77,Loc376,2023-05-12,1.0
Item77,Loc837,2023-05-12,3.0
Item77,Loc910,2023-05-12,2.0
Item73,Loc829,2023-05-12,4.0
Item73,Loc75,2023-05-12,1.0
Item73,Loc792,2023-05-12,2.0
Item73,Loc149,2023-05-12,2.0
Item73,Loc808,2023-05-12,2.0
Item100,Loc738,2023-05-12,0.0
Item79,Loc118,2023-05-12,1.0
Item79,Loc749,2023-05-12,2.0
Item95,Loc738,2023-05-12,0.0
Item95,Loc718,2023-05-12,1.0
Item95,Loc380,2023-05-12,1.0
Item95,Loc153,2023-05-12,1.0
Item95,Loc94,2023-05-12,1.0
Item95,Loc47,2023-05-12,1.0
Item95,Loc6,2023-05-12,1.0
Item95,Loc68,2023-05-12,0.0
Item95,Loc837,2023-05-12,1.0
Item95,Loc806,2023-05-12,1.0
Item95,Loc53,2023-05-12,1.0
Item95,Loc69,2023-05-12,1.0
Item95,Loc100,2023-05-12,0.0
Item95,Loc232,2023-05-12,0.0
Item100,Loc360,2023-05-12,1.0
Item100,Loc149,2023-05-12,1.0
Item100,Loc799,2023-05-12,0.0
Item100,Loc834,2023-05-12,0.0
Item100,Loc895,2023-05-12,0.0
Item100,Loc701,2023-05-12,1.0
Item100,Loc725,2023-05-12,1.0
Item100,Loc808,2023-05-12,1.0
Item100,Loc99,2023-05-12,0.0
Item100,Loc148,2023-05-12,1.0
Item100,Loc447,2023-05-12,0.0
Item157,Loc848,2023-05-12,3.0
Item106,Loc376,2023-05-12,1.0
Item106,Loc635,2023-05-12,1.0
Item947,Loc54,2023-05-12,0.0
Item190,Loc716,2023-05-12,0.0
Item198,Loc717,2023-05-12,0.0
Item192,Loc725,2023-05-12,0.0
Item198,Loc726,2023-05-12,0.0
Item202,Loc727,2023-05-12,0.0
Item193,Loc735,2023-05-12,0.0
Item192,Loc701,2023-05-12,0.0
Item198,Loc709,2023-05-12,0.0
Item192,Loc714,2023-05-12,0.0
Item199,Loc715,2023-05-12,0.0
Item201,Loc716,2023-05-12,0.0
Item187,Loc718,2023-05-12,0.0
Item184,Loc726,2023-05-12,0.0
Item187,Loc727,2023-05-12,0.0
Item193,Loc732,2023-05-12,0.0
Item193,Loc738,2023-05-12,0.0
Item201,Loc749,2023-05-12,0.0
Item193,Loc753,2023-05-12,0.0
Item199,Loc755,2023-05-12,0.0
Item186,Loc770,2023-05-12,0.0
Item189,Loc714,2023-05-12,0.0
Item190,Loc715,2023-05-12,0.0
Item193,Loc716,2023-05-12,0.0
Item192,Loc718,2023-05-12,0.0
Item199,Loc725,2023-05-12,0.0
Item186,Loc727,2023-05-12,0.0
Item196,Loc732,2023-05-12,0.0
Item196,Loc738,2023-05-12,0.0
Item192,Loc751,2023-05-12,0.0
Item196,Loc753,2023-05-12,0.0
Item190,Loc757,2023-05-12,0.0
Item195,Loc770,2023-05-12,0.0
Item190,Loc789,2023-05-12,0.0
Item195,Loc792,2023-05-12,0.0
Item201,Loc799,2023-05-12,0.0
Item189,Loc808,2023-05-12,0.0
Item190,Loc829,2023-05-12,0.0
Item184,Loc47,2023-05-12,0.0
Item186,Loc53,2023-05-12,0.0
Item824,Loc69,2023-05-12,0.0
Item201,Loc732,2023-05-12,0.0
Item190,Loc738,2023-05-12,0.0
Item195,Loc749,2023-05-12,0.0
Item201,Loc751,2023-05-12,0.0
Item201,Loc753,2023-05-12,0.0
Item196,Loc757,2023-05-12,0.0
Item196,Loc789,2023-05-12,0.0
Item195,Loc913,2023-05-12,0.0
Item201,Loc914,2023-05-12,0.0
Item201,Loc962,2023-05-12,0.0
Item187,Loc1002,2023-05-12,0.0
Item201,Loc6,2023-05-12,0.0
Item190,Loc16,2023-05-12,0.0
Item193,Loc21,2023-05-12,0.0
Item189,Loc27,2023-05-12,0.0
Item198,Loc43,2023-05-12,0.0
Item198,Loc47,2023-05-12,0.0
Item196,Loc374,2023-05-12,0.0
Item192,Loc380,2023-05-12,0.0
Item192,Loc414,2023-05-12,0.0
Item199,Loc447,2023-05-12,0.0
Item198,Loc471,2023-05-12,0.0
Item189,Loc516,2023-05-12,0.0
Item193,Loc525,2023-05-12,0.0
Item190,Loc558,2023-05-12,0.0
Item196,Loc577,2023-05-12,0.0
Item198,Loc606,2023-05-12,0.0
Item192,Loc658,2023-05-12,0.0
Item201,Loc680,2023-05-12,0.0
Item187,Loc709,2023-05-12,0.0
Item196,Loc713,2023-05-12,0.0
Item184,Loc715,2023-05-12,0.0
Item187,Loc716,2023-05-12,0.0
Item193,Loc717,2023-05-12,0.0
Item195,Loc725,2023-05-12,0.0
Item202,Loc726,2023-05-12,0.0
Item192,Loc732,2023-05-12,0.0
Item192,Loc738,2023-05-12,0.0
Item202,Loc749,2023-05-12,0.0
Item192,Loc753,2023-05-12,0.0
Item201,Loc755,2023-05-12,0.0
Item189,Loc770,2023-05-12,0.0
Item189,Loc792,2023-05-12,0.0
Item192,Loc639,2023-05-12,0.0
Item201,Loc658,2023-05-12,0.0
Item193,Loc701,2023-05-12,0.0
Item199,Loc709,2023-05-12,0.0
Item187,Loc714,2023-05-12,0.0
Item196,Loc715,2023-05-12,0.0
Item189,Loc717,2023-05-12,0.0
Item198,Loc718,2023-05-12,0.0
Item189,Loc726,2023-05-12,0.0
Item190,Loc727,2023-05-12,0.0
Item785,Loc678,2023-05-12,0.0
Item946,Loc678,2023-05-12,0.0
Item913,Loc447,2023-05-12,0.0
Item937,Loc635,2023-05-12,0.0
Item304,Loc73,2023-05-12,0.0
Item318,Loc73,2023-05-12,0.0
Item827,Loc639,2023-05-12,0.0
Item323,Loc75,2023-05-12,0.0
Item907,Loc658,2023-05-12,0.0
Item946,Loc658,2023-05-12,0.0
Item311,Loc97,2023-05-12,0.0
Item305,Loc99,2023-05-12,0.0
Item797,Loc625,2023-05-12,0.0
Item916,Loc625,2023-05-12,0.0
Item905,Loc452,2023-05-12,0.0
Item920,Loc452,2023-05-12,0.0
Item948,Loc452,2023-05-12,0.0
Item800,Loc457,2023-05-12,0.0
Item914,Loc457,2023-05-12,0.0
Item916,Loc452,2023-05-12,0.0
Item824,Loc625,2023-05-12,0.0
Item905,Loc625,2023-05-12,0.0
Item920,Loc625,2023-05-12,0.0
Item948,Loc625,2023-05-12,0.0
Item815,Loc526,2023-05-12,0.0
Item908,Loc526,2023-05-12,0.0
Item950,Loc526,2023-05-12,0.0
Item791,Loc497,2023-05-12,0.0
Item830,Loc497,2023-05-12,0.0
Item910,Loc521,2023-05-12,0.0
Item911,Loc711,2023-05-12,0.0
Item940,Loc711,2023-05-12,0.0
Item797,Loc713,2023-05-12,0.0
Item923,Loc709,2023-05-12,0.0
Item791,Loc709,2023-05-12,0.0
Item830,Loc709,2023-05-12,0.0
Item910,Loc709,2023-05-12,0.0
Item917,Loc497,2023-05-12,0.0
Item818,Loc477,2023-05-12,0.0
