to_date(run_date),StoreID,ProductID,sum(advice_qty)
2022-12-29,Loc53,Item527,1.0
2022-11-25,Loc21,Item404,1.0
2023-04-24,Loc813,Item584,2.0
2022-12-29,Loc140,Item519,1.0
2022-12-29,Loc911,Item527,1.0
2022-12-29,Loc716,Item527,1.0
2023-04-14,Loc376,Item590,1.0
2022-12-29,Loc769,Item527,1.0
2022-12-29,Loc99,Item527,1.0
2022-12-30,Loc709,Item104,1.0
2022-12-30,Loc789,Item138,1.0
2022-12-30,Loc229,Item13,1.0
2022-11-25,Loc701,Item407,1.0
2022-12-30,Loc297,Item104,1.0
2022-12-30,Loc232,Item13,1.0
2022-12-30,Loc709,Item102,1.0
2022-12-30,Loc757,Item136,1.0
2023-05-01,Loc118,Item80,1.0
2022-11-21,Loc104,Item154,1.0
2022-12-08,Loc335,Item50,1.0
2022-12-29,Loc749,Item517,1.0
2022-12-08,Loc53,Item48,1.0
2022-12-29,Loc452,Item517,1.0
2023-03-23,Loc54,Item40,1.0
2023-01-13,Loc907,Item45,1.0
2022-12-29,Loc6,Item515,1.0
2022-11-25,Loc895,Item404,1.0
2023-04-14,Loc808,Item73,2.0
2023-04-26,Loc477,Item137,1.0
2023-04-26,Loc607,Item130,2.0
2022-12-29,Loc326,Item517,1.0
2022-12-30,Loc757,Item103,2.0
2023-04-12,Loc913,Item154,1.0
2022-12-29,Loc140,Item527,1.0
2022-11-01,Loc117,Item157,2.0
2022-11-01,Loc792,Item163,2.0
2023-04-24,Loc916,Item529,1.0
2023-04-26,Loc875,Item131,2.0
2022-12-29,Loc94,Item517,1.0
2022-12-29,Loc450,Item517,1.0
2022-12-29,Loc792,Item517,1.0
2023-02-10,Loc73,Item529,1.0
2023-04-24,Loc118,Item522,1.0
2023-04-24,Loc331,Item578,2.0
2022-12-29,Loc701,Item519,1.0
2022-11-01,Loc75,Item164,1.0
2023-01-16,Loc525,Item130,2.0
2023-04-21,Loc14,Item514,2.0
2023-05-04,Loc749,Item587,1.0
2023-02-08,Loc914,Item530,1.0
2023-02-03,Loc837,Item528,1.0
2022-12-30,Loc229,Item97,1.0
2022-11-29,Loc452,Item132,1.0
2022-12-29,Loc639,Item519,1.0
2023-02-17,Loc882,Item305,1.0
2023-04-24,Loc331,Item584,2.0
2023-04-25,Loc726,Item514,1.0
2022-11-25,Loc21,Item407,1.0
2023-04-14,Loc165,Item590,1.0
2022-11-25,Loc100,Item407,1.0
2022-11-25,Loc118,Item404,1.0
2022-12-29,Loc837,Item517,1.0
2022-12-29,Loc799,Item527,1.0
2022-12-29,Loc2,Item527,1.0
2022-12-29,Loc930,Item517,1.0
2022-12-09,Loc914,Item160,1.0
2022-12-29,Loc558,Item527,1.0
2023-02-09,Loc717,Item105,1.0
2022-12-29,Loc635,Item527,1.0
2023-02-10,Loc625,Item524,1.0
2022-12-29,Loc133,Item527,1.0
2023-03-31,Loc914,Item164,1.0
2022-12-29,Loc962,Item515,1.0
2022-12-09,Loc148,Item404,1.0
2022-12-30,Loc875,Item13,1.0
2023-02-03,Loc414,Item520,1.0
2022-12-29,Loc152,Item517,1.0
2022-12-29,Loc738,Item527,1.0
2022-12-30,Loc868,Item531,1.0
2022-12-29,Loc415,Item517,1.0
2022-12-29,Loc625,Item518,1.0
2022-12-29,Loc751,Item527,1.0
2022-12-29,Loc488,Item519,1.0
2023-04-14,Loc895,Item590,1.0
2022-12-30,Loc705,Item97,1.0
2022-12-29,Loc371,Item527,1.0
2022-11-01,Loc930,Item164,1.0
2022-11-01,Loc326,Item157,2.0
2022-12-29,Loc914,Item517,1.0
2023-04-17,Loc244,Item584,1.0
2022-12-09,Loc53,Item430,3.0
2022-12-29,Loc910,Item527,1.0
2022-11-25,Loc73,Item404,1.0
2023-04-24,Loc6,Item522,2.0
2023-04-17,Loc715,Item590,2.0
2022-12-29,Loc43,Item527,1.0
2022-12-30,Loc312,Item97,1.0
2022-12-30,Loc705,Item137,1.0
2022-11-29,Loc749,Item312,1.0
2023-04-26,Loc320,Item130,1.0
2023-04-26,Loc81,Item161,2.0
2023-02-10,Loc77,Item128,1.0
2022-12-30,Loc1002,Item137,1.0
2022-12-29,Loc99,Item519,1.0
2023-03-31,Loc840,Item157,1.0
2023-01-16,Loc607,Item524,1.0
2022-12-29,Loc165,Item519,1.0
2023-02-10,Loc712,Item128,1.0
2023-02-10,Loc232,Item528,1.0
2022-12-30,Loc268,Item131,1.0
2022-12-16,Loc100,Item431,1.0
2022-12-29,Loc680,Item519,1.0
2022-12-29,Loc789,Item517,1.0
2022-12-29,Loc625,Item519,1.0
2023-04-21,Loc75,Item525,2.0
2022-12-30,Loc22,Item97,1.0
2022-12-30,Loc541,Item97,1.0
2023-02-03,Loc907,Item529,1.0
2022-12-29,Loc126,Item517,1.0
2022-11-25,Loc73,Item407,1.0
2022-12-30,Loc808,Item65,1.0
2022-12-29,Loc789,Item519,1.0
2022-12-09,Loc402,Item71,1.0
2022-12-29,Loc841,Item527,1.0
2023-01-13,Loc376,Item47,2.0
2023-01-13,Loc380,Item75,1.0
2023-03-31,Loc69,Item157,1.0
2022-12-29,Loc678,Item527,1.0
2023-04-26,Loc718,Item137,1.0
2023-02-03,Loc841,Item531,1.0
2022-12-29,Loc414,Item519,1.0
2022-12-29,Loc468,Item517,1.0
2023-02-10,Loc910,Item467,1.0
2022-12-30,Loc806,Item97,1.0
2022-12-29,Loc27,Item519,1.0
2023-04-12,Loc854,Item590,1.0
2023-04-26,Loc751,Item137,2.0
2022-12-29,Loc738,Item519,1.0
2023-02-08,Loc868,Item100,1.0
2023-03-31,Loc680,Item160,1.0
2022-12-30,Loc118,Item103,1.0
2023-04-26,Loc607,Item133,1.0
2023-04-26,Loc135,Item164,1.0
2023-02-08,Loc14,Item320,1.0
2023-02-03,Loc142,Item521,1.0
2022-12-29,Loc738,Item517,1.0
2022-11-01,Loc962,Item163,1.0
2022-12-29,Loc914,Item527,1.0
2023-04-21,Loc104,Item525,2.0
2023-02-06,Loc916,Item133,2.0
2023-02-10,Loc882,Item130,1.0
2023-02-16,Loc457,Item131,1.0
2022-11-25,Loc701,Item404,1.0
2022-12-30,Loc541,Item131,1.0
2022-12-29,Loc714,Item519,1.0
2022-12-29,Loc829,Item527,1.0
2022-12-09,Loc402,Item404,1.0
2023-04-26,Loc658,Item134,2.0
2022-12-29,Loc557,Item517,1.0
2023-05-01,Loc726,Item77,1.0
2023-01-16,Loc813,Item40,1.0
2022-12-29,Loc360,Item527,1.0
2022-12-08,Loc376,Item37,1.0
2022-12-29,Loc930,Item525,1.0
2022-12-29,Loc769,Item517,1.0
2022-12-30,Loc488,Item130,1.0
2023-04-27,Loc1002,Item584,1.0
2022-12-08,Loc229,Item43,1.0
2022-12-29,Loc100,Item519,1.0
2022-11-01,Loc604,Item164,2.0
2022-11-01,Loc868,Item163,2.0
2022-12-08,Loc22,Item50,1.0
2022-12-08,Loc447,Item50,1.0
2022-12-29,Loc678,Item517,1.0
2023-02-10,Loc701,Item514,1.0
2023-04-24,Loc753,Item522,1.0
2022-11-21,Loc477,Item14,2.0
2022-12-29,Loc714,Item525,1.0
2022-12-29,Loc22,Item519,1.0
2022-12-29,Loc717,Item517,1.0
2023-04-21,Loc716,Item514,1.0
2023-01-16,Loc81,Item161,1.0
2022-12-29,Loc848,Item527,1.0
2023-04-14,Loc577,Item65,1.0
2022-11-25,Loc910,Item404,1.0
2022-11-21,Loc799,Item12,2.0
2023-04-26,Loc118,Item131,2.0
2023-03-31,Loc753,Item166,2.0
2022-12-08,Loc41,Item46,1.0
2022-11-25,Loc535,Item404,1.0
2022-12-29,Loc47,Item525,1.0
2022-12-29,Loc47,Item517,1.0
2022-12-08,Loc104,Item43,1.0
2023-04-24,Loc54,Item585,1.0
2023-04-17,Loc47,Item529,1.0
2022-12-29,Loc488,Item517,1.0
2023-04-26,Loc118,Item143,1.0
2023-04-24,Loc43,Item584,2.0
2022-12-29,Loc148,Item519,1.0
2022-12-29,Loc457,Item515,1.0
2023-03-31,Loc834,Item164,1.0
2022-12-09,Loc149,Item428,2.0
2022-12-09,Loc916,Item17,1.0
2023-04-24,Loc735,Item585,1.0
2023-04-14,Loc863,Item590,1.0
2023-05-01,Loc447,Item70,1.0
2023-04-26,Loc14,Item133,2.0
2023-02-10,Loc916,Item529,1.0
2023-04-14,Loc914,Item577,1.0
2023-05-04,Loc481,Item575,1.0
2023-03-31,Loc450,Item164,1.0
2023-01-13,Loc875,Item47,1.0
2023-01-16,Loc857,Item520,1.0
2022-12-30,Loc625,Item97,1.0
2022-12-30,Loc325,Item106,1.0
2023-02-03,Loc477,Item526,2.0
2023-03-31,Loc770,Item164,1.0
2023-01-13,Loc868,Item67,1.0
2022-12-30,Loc1002,Item134,1.0
2022-12-29,Loc16,Item525,1.0
2022-12-29,Loc718,Item517,1.0
2023-04-17,Loc415,Item590,2.0
2022-12-09,Loc732,Item404,1.0
2023-01-13,Loc97,Item523,2.0
2022-11-29,Loc6,Item78,1.0
2023-05-01,Loc857,Item65,1.0
2023-03-23,Loc21,Item44,1.0
2022-12-29,Loc73,Item527,1.0
2023-02-10,Loc857,Item76,2.0
2022-12-29,Loc297,Item519,1.0
2022-12-29,Loc962,Item517,1.0
2022-12-29,Loc824,Item527,1.0
2023-04-24,Loc577,Item578,2.0
2022-12-29,Loc639,Item525,1.0
2022-12-29,Loc21,Item517,1.0
2023-02-08,Loc133,Item518,1.0
2022-12-29,Loc930,Item527,1.0
2022-11-01,Loc229,Item42,1.0
2023-02-03,Loc824,Item526,1.0
2022-11-25,Loc792,Item404,1.0
2022-12-30,Loc313,Item136,1.0
2023-04-26,Loc916,Item134,1.0
2022-12-29,Loc577,Item519,1.0
2022-11-01,Loc117,Item163,1.0
2023-04-24,Loc837,Item529,1.0
2023-04-17,Loc244,Item587,1.0
2022-12-29,Loc374,Item527,1.0
2022-12-30,Loc802,Item131,1.0
2022-12-29,Loc558,Item517,1.0
2022-12-29,Loc313,Item517,1.0
2023-03-31,Loc840,Item161,1.0
2022-12-29,Loc705,Item527,1.0
2022-11-01,Loc27,Item164,1.0
2023-04-26,Loc914,Item131,2.0
2022-12-29,Loc457,Item517,1.0
2022-12-29,Loc153,Item517,1.0
2022-12-29,Loc468,Item527,1.0
2022-12-30,Loc325,Item97,1.0
2022-12-09,Loc718,Item374,1.0
2023-01-16,Loc607,Item521,1.0
2023-02-03,Loc801,Item521,1.0
2022-12-08,Loc625,Item37,1.0
2023-04-21,Loc195,Item525,1.0
2023-04-14,Loc535,Item590,1.0
2023-05-01,Loc757,Item584,2.0
2022-12-08,Loc468,Item75,1.0
2023-04-26,Loc135,Item161,1.0
2023-01-16,Loc857,Item518,1.0
2022-11-21,Loc376,Item14,1.0
2023-04-25,Loc481,Item521,1.0
2022-12-08,Loc22,Item49,1.0
2023-04-26,Loc982,Item167,1.0
2023-02-10,Loc914,Item522,1.0
2022-12-30,Loc834,Item136,1.0
2023-03-31,Loc877,Item160,1.0
2022-12-29,Loc802,Item515,1.0
2022-11-01,Loc69,Item163,1.0
2022-12-29,Loc802,Item517,1.0
2022-12-09,Loc680,Item404,1.0
2023-02-10,Loc753,Item533,1.0
2023-03-31,Loc325,Item160,1.0
2023-04-21,Loc320,Item522,1.0
2022-12-29,Loc117,Item517,1.0
2023-03-23,Loc732,Item110,1.0
2023-03-23,Loc732,Item100,1.0
2023-02-10,Loc68,Item528,1.0
2023-03-31,Loc834,Item160,1.0
2022-12-08,Loc94,Item46,1.0
2022-12-08,Loc914,Item37,1.0
2022-12-30,Loc709,Item19,1.0
2022-12-29,Loc625,Item515,1.0
2023-04-25,Loc332,Item522,1.0
2023-01-13,Loc753,Item40,1.0
2022-12-29,Loc909,Item527,1.0
2023-03-31,Loc77,Item160,1.0
2023-02-08,Loc868,Item11,1.0
2023-04-26,Loc135,Item163,1.0
2022-12-29,Loc770,Item517,1.0
2022-11-01,Loc639,Item164,2.0
2022-11-21,Loc701,Item8,1.0
2022-12-30,Loc297,Item13,1.0
2023-04-26,Loc165,Item127,1.0
2023-05-01,Loc857,Item70,2.0
2023-03-31,Loc447,Item164,2.0
2023-03-23,Loc813,Item522,1.0
2022-12-08,Loc914,Item50,2.0
2023-01-16,Loc813,Item524,1.0
2023-04-24,Loc99,Item522,1.0
2023-04-26,Loc789,Item127,2.0
2023-05-04,Loc118,Item73,1.0
2023-02-03,Loc732,Item523,2.0
2023-02-03,Loc893,Item523,1.0
2023-02-03,Loc712,Item521,1.0
2023-02-08,Loc335,Item37,1.0
2023-04-25,Loc481,Item526,1.0
2023-03-31,Loc414,Item161,1.0
2022-12-29,Loc136,Item527,1.0
2022-12-30,Loc6,Item131,1.0
2023-04-26,Loc718,Item133,1.0
2022-12-29,Loc635,Item517,1.0
2023-02-10,Loc881,Item526,1.0
2022-12-29,Loc2,Item517,1.0
2023-02-10,Loc753,Item529,1.0
2022-12-08,Loc468,Item76,1.0
2023-02-10,Loc332,Item105,1.0
2022-11-21,Loc877,Item11,1.0
2023-04-26,Loc516,Item171,1.0
2022-11-01,Loc165,Item42,1.0
2022-12-30,Loc97,Item136,2.0
2022-12-16,Loc73,Item434,1.0
2023-04-26,Loc320,Item101,1.0
2023-04-17,Loc605,Item528,1.0
2022-12-29,Loc715,Item519,1.0
2022-12-29,Loc229,Item519,1.0
2022-12-29,Loc868,Item517,1.0
2023-02-08,Loc516,Item81,1.0
2023-04-25,Loc320,Item522,1.0
2023-05-01,Loc735,Item73,1.0
2022-12-29,Loc376,Item519,1.0
2022-12-29,Loc753,Item517,1.0
2022-12-29,Loc909,Item517,1.0
2022-12-29,Loc312,Item517,1.0
2023-03-31,Loc658,Item158,1.0
2023-03-31,Loc1002,Item164,2.0
2022-11-01,Loc332,Item157,1.0
2022-11-01,Loc27,Item157,1.0
2022-12-08,Loc625,Item43,1.0
2022-12-08,Loc68,Item40,1.0
2022-12-30,Loc792,Item102,1.0
2023-04-26,Loc875,Item137,2.0
2023-04-24,Loc875,Item584,2.0
2022-12-29,Loc709,Item519,1.0
2022-11-25,Loc753,Item404,2.0
2022-12-29,Loc73,Item517,1.0
2023-04-26,Loc863,Item136,1.0
2022-12-29,Loc625,Item517,1.0
2023-02-16,Loc457,Item128,1.0
2022-11-01,Loc99,Item163,1.0
2022-12-30,Loc735,Item131,1.0
2022-12-29,Loc452,Item519,1.0
2023-05-01,Loc735,Item70,1.0
2022-12-29,Loc360,Item525,1.0
2022-12-29,Loc229,Item517,1.0
2022-12-08,Loc914,Item38,2.0
2023-01-13,Loc962,Item73,1.0
2023-04-26,Loc875,Item167,1.0
2023-02-09,Loc639,Item105,1.0
2022-12-29,Loc210,Item527,1.0
2022-12-29,Loc117,Item527,1.0
2022-11-01,Loc802,Item157,1.0
2023-02-10,Loc658,Item519,1.0
2023-03-31,Loc893,Item158,2.0
2022-11-01,Loc53,Item163,1.0
2022-12-29,Loc297,Item517,1.0
2022-11-25,Loc47,Item404,2.0
2023-04-17,Loc244,Item590,1.0
2022-12-29,Loc913,Item527,1.0
2023-04-21,Loc914,Item518,1.0
2023-04-25,Loc749,Item531,1.0
2022-12-29,Loc195,Item515,1.0
2023-05-01,Loc770,Item73,1.0
2022-12-05,Loc41,Item128,1.0
2022-12-09,Loc658,Item404,1.0
2022-12-29,Loc717,Item527,1.0
2022-11-25,Loc701,Item430,2.0
2023-04-26,Loc854,Item130,1.0
2023-04-17,Loc165,Item70,1.0
2022-12-29,Loc360,Item519,1.0
2022-12-29,Loc497,Item517,1.0
2022-12-29,Loc713,Item527,1.0
2022-11-25,Loc104,Item404,2.0
2022-12-30,Loc727,Item130,2.0
2023-04-26,Loc507,Item110,1.0
2023-04-26,Loc605,Item130,2.0
2023-04-14,Loc625,Item590,1.0
2022-12-16,Loc73,Item431,1.0
2023-04-26,Loc577,Item130,2.0
2023-04-26,Loc974,Item130,2.0
2022-12-29,Loc130,Item515,1.0
2022-12-29,Loc326,Item527,1.0
2023-04-26,Loc541,Item160,1.0
2022-12-29,Loc195,Item519,1.0
2022-12-29,Loc488,Item527,1.0
2023-01-16,Loc718,Item127,1.0
2023-03-23,Loc360,Item514,1.0
2022-12-29,Loc22,Item527,1.0
2023-04-24,Loc99,Item578,2.0
2022-12-30,Loc312,Item11,1.0
2022-12-30,Loc526,Item97,1.0
2022-12-29,Loc68,Item517,1.0
2023-04-25,Loc315,Item531,1.0
2022-11-25,Loc751,Item407,1.0
2022-11-25,Loc47,Item430,1.0
2023-02-03,Loc753,Item521,2.0
2022-12-29,Loc27,Item527,1.0
2022-12-08,Loc939,Item50,1.0
2022-12-29,Loc848,Item517,1.0
2023-02-10,Loc320,Item463,1.0
2022-12-30,Loc714,Item137,1.0
2023-04-24,Loc54,Item578,2.0
2022-12-29,Loc757,Item517,1.0
2023-03-31,Loc893,Item161,2.0
2023-04-21,Loc468,Item528,1.0
2023-05-01,Loc857,Item86,1.0
2022-12-29,Loc53,Item525,1.0
2022-11-25,Loc47,Item407,1.0
2023-04-26,Loc452,Item137,1.0
2022-12-30,Loc232,Item135,1.0
2022-12-09,Loc1002,Item16,2.0
2023-04-12,Loc380,Item154,1.0
2022-11-01,Loc911,Item163,1.0
2022-11-29,Loc16,Item312,1.0
2022-12-29,Loc312,Item527,1.0
2023-04-21,Loc16,Item519,1.0
2022-12-29,Loc910,Item519,1.0
2022-12-29,Loc374,Item517,1.0
2022-11-01,Loc2,Item157,1.0
2023-02-10,Loc701,Item525,1.0
2023-04-26,Loc962,Item133,1.0
2022-12-29,Loc801,Item519,1.0
2023-04-26,Loc541,Item137,1.0
2023-04-25,Loc714,Item525,1.0
2022-12-29,Loc457,Item527,1.0
2023-02-10,Loc893,Item517,1.0
2022-12-08,Loc41,Item76,1.0
2022-12-30,Loc402,Item97,1.0
2022-12-09,Loc834,Item404,1.0
2022-12-29,Loc376,Item527,1.0
2023-04-26,Loc53,Item133,1.0
2022-12-29,Loc939,Item517,1.0
2022-12-30,Loc97,Item97,1.0
2022-12-29,Loc911,Item517,1.0
2022-12-29,Loc680,Item517,1.0
2023-04-14,Loc840,Item590,1.0
2022-12-30,Loc713,Item97,1.0
2022-12-30,Loc727,Item8,1.0
2022-12-29,Loc468,Item519,1.0
2022-12-29,Loc229,Item527,1.0
2022-12-30,Loc297,Item136,1.0
2022-12-29,Loc477,Item525,1.0
2022-12-29,Loc718,Item527,1.0
2022-12-29,Loc939,Item527,1.0
2023-04-26,Loc854,Item133,2.0
2023-01-16,Loc712,Item517,1.0
2022-12-29,Loc535,Item519,1.0
2022-12-29,Loc607,Item517,1.0
2022-12-30,Loc471,Item11,1.0
2023-02-13,Loc607,Item525,1.0
2022-12-29,Loc104,Item527,1.0
2022-12-29,Loc165,Item527,1.0
2022-12-30,Loc769,Item11,1.0
2022-12-29,Loc99,Item517,1.0
2023-04-21,Loc477,Item522,1.0
2022-11-25,Loc914,Item404,2.0
2023-05-01,Loc312,Item134,2.0
2023-04-26,Loc718,Item131,1.0
2022-12-29,Loc41,Item527,1.0
2022-11-25,Loc14,Item404,2.0
2023-03-31,Loc47,Item164,1.0
2022-12-29,Loc415,Item527,1.0
2022-11-01,Loc875,Item163,1.0
2022-12-30,Loc841,Item97,1.0
2022-11-10,Loc749,Item312,1.0
2022-12-12,Loc837,Item35,1.0
2022-12-12,Loc525,Item45,1.0
2022-11-24,Loc43,Item41,1.0
2023-03-23,Loc43,Item106,1.0
2022-11-24,Loc962,Item44,1.0
2023-01-05,Loc335,Item7,1.0
2023-01-05,Loc481,Item127,1.0
2022-12-12,Loc41,Item41,1.0
2023-02-10,Loc14,Item130,2.0
2022-12-28,Loc881,Item77,1.0
2023-02-13,Loc415,Item98,1.0
2023-04-07,Loc1002,Item575,1.0
2022-11-29,Loc2,Item77,1.0
2023-04-17,Loc331,Item575,1.0
2022-12-16,Loc94,Item410,1.0
2022-12-12,Loc962,Item434,2.0
2022-12-28,Loc840,Item46,1.0
2022-12-28,Loc266,Item521,1.0
2023-04-19,Loc751,Item522,2.0
2023-05-12,Loc507,Item103,1.0
2023-04-19,Loc829,Item515,1.0
2023-02-13,Loc834,Item528,1.0
2022-11-25,Loc118,Item428,1.0
2023-04-07,Loc840,Item584,1.0
2023-02-10,Loc97,Item164,1.0
2023-04-19,Loc982,Item525,1.0
2023-04-19,Loc882,Item526,1.0
2022-12-12,Loc712,Item43,1.0
2022-12-12,Loc732,Item41,1.0
2023-03-10,Loc332,Item590,1.0
2023-04-07,Loc893,Item578,1.0
2023-04-19,Loc607,Item526,1.0
2023-01-18,Loc712,Item80,1.0
2023-01-18,Loc712,Item107,1.0
2022-12-28,Loc73,Item413,1.0
2022-11-24,Loc916,Item41,1.0
2023-01-18,Loc315,Item514,1.0
2022-11-25,Loc47,Item436,1.0
2023-04-19,Loc47,Item524,1.0
2022-11-24,Loc457,Item16,1.0
2023-04-27,Loc770,Item131,2.0
2022-11-25,Loc380,Item105,1.0
2023-03-10,Loc658,Item590,2.0
2022-12-12,Loc402,Item41,1.0
2023-04-17,Loc16,Item590,1.0
2023-02-10,Loc769,Item106,2.0
2023-02-10,Loc962,Item157,1.0
2022-12-28,Loc857,Item68,1.0
2023-03-23,Loc974,Item137,1.0
2022-12-12,Loc824,Item50,1.0
2023-05-12,Loc507,Item581,2.0
2022-12-12,Loc713,Item105,1.0
2023-01-18,Loc68,Item70,1.0
2023-01-18,Loc94,Item523,1.0
2023-02-10,Loc320,Item468,1.0
2023-04-17,Loc881,Item103,2.0
2023-04-27,Loc352,Item167,1.0
2023-02-10,Loc47,Item14,2.0
2022-12-28,Loc667,Item41,1.0
2023-04-07,Loc680,Item135,1.0
2023-03-10,Loc68,Item590,1.0
2022-12-12,Loc68,Item50,1.0
2023-03-03,Loc468,Item44,1.0
2023-01-05,Loc735,Item10,2.0
2023-04-19,Loc916,Item522,1.0
2023-03-16,Loc717,Item11,1.0
2023-04-27,Loc140,Item131,1.0
2023-03-23,Loc136,Item575,1.0
2022-11-24,Loc43,Item14,2.0
2023-01-18,Loc94,Item520,2.0
2023-04-19,Loc701,Item528,1.0
2023-04-27,Loc732,Item590,2.0
2022-11-18,Loc806,Item406,1.0
2023-02-10,Loc244,Item110,1.0
2023-02-10,Loc1002,Item136,1.0
2023-02-10,Loc930,Item11,1.0
2023-05-12,Loc761,Item587,1.0
2022-12-28,Loc325,Item68,1.0
2022-11-24,Loc916,Item16,1.0
2023-01-18,Loc868,Item519,1.0
2023-02-14,Loc755,Item523,2.0
2023-03-23,Loc335,Item136,2.0
2022-12-12,Loc715,Item431,2.0
2022-12-12,Loc749,Item35,1.0
2023-03-10,Loc53,Item590,2.0
2022-12-28,Loc907,Item45,1.0
2023-01-05,Loc716,Item514,1.0
2023-02-13,Loc913,Item161,1.0
2023-03-28,Loc210,Item160,2.0
2022-11-17,Loc837,Item465,1.0
2022-12-12,Loc94,Item35,1.0
2023-04-27,Loc770,Item132,1.0
2023-04-19,Loc14,Item521,2.0
2023-02-14,Loc705,Item521,1.0
2023-02-10,Loc841,Item11,1.0
2023-03-16,Loc837,Item107,1.0
2023-02-10,Loc325,Item17,1.0
2023-01-05,Loc757,Item80,1.0
2022-12-28,Loc907,Item64,1.0
2023-01-05,Loc716,Item553,1.0
2022-11-25,Loc770,Item141,1.0
2023-04-27,Loc789,Item130,1.0
2022-12-12,Loc725,Item35,1.0
2022-12-28,Loc380,Item74,1.0
2022-11-29,Loc100,Item37,1.0
2023-04-19,Loc916,Item514,1.0
2023-04-27,Loc149,Item133,2.0
2023-01-18,Loc81,Item522,1.0
2023-01-18,Loc315,Item519,1.0
2023-03-23,Loc136,Item584,1.0
2023-03-23,Loc521,Item587,1.0
2023-02-10,Loc840,Item131,1.0
2023-05-12,Loc913,Item587,2.0
2023-03-23,Loc415,Item110,1.0
2022-11-18,Loc69,Item398,1.0
2022-12-12,Loc53,Item50,1.0
2022-11-18,Loc165,Item391,1.0
2023-04-27,Loc152,Item590,2.0
2023-01-05,Loc481,Item313,1.0
2023-04-27,Loc714,Item131,1.0
2023-03-16,Loc22,Item515,1.0
2023-04-19,Loc875,Item525,1.0
2023-01-18,Loc841,Item4,1.0
2023-03-23,Loc974,Item106,1.0
2022-12-12,Loc325,Item35,1.0
2022-12-12,Loc913,Item431,1.0
2023-04-07,Loc232,Item584,1.0
2023-02-13,Loc415,Item107,1.0
2022-12-12,Loc837,Item41,1.0
2023-03-08,Loc667,Item130,1.0
2023-03-23,Loc136,Item164,1.0
2023-01-27,Loc376,Item527,1.0
